"ID","Q1.IncomeDiff","Q2.GayAdoption","Q3.NuclearPow","Q4.ChildAlw","Q5.SeniorCare","Q6.RetireAge","Q7.ExtWCareer","Q8.BendIndex","Q9.CutPblExpend","Q10.GreekDebt","Q11.TransacTax","Q12.TaxInc","Q13.TaxDeduc","Q14.MortDeduc","Q15.RealEstTax","Q16.Conscript","Q17.NATO","Q18.HumRight","Q19.LandOwn","Q20.DvlAid","Q22.Guns","Q23.VolDomLng","Q24.Suvivirsi","Q25.Immigration","Q26.SaimaaSeal","Q27.MunOutsource","Q28.MunNb","Q29.CptRegMerger","Q30.EqlTransfer","CountAnsw","Q21.Fb.Bolivia","Q21.Fb.Brasilia","Q21.Fb.UK","Q21.Fb.Spain","Q21.Fb.Ghana","Q21.Fb.India","Q21.Fb.Iran","Q21.Fb.Island","Q21.Fb.Israel","Q21.Fb.Italy","Q21.Fb.Canada","Q21.Fb.China","Q21.Fb.Cuba","Q21.Fb.Norway","Q21.Fb.Poland","Q21.Fb.France","Q21.Fb.Sweden","Q21.Fb.Germany","Q21.Fb.Tanzania","Q21.Fb.Danemark","Q21.Fb.Tunisia","Q21.Fb.Turkey","Q21.Fb.Russia","Q21.Fb.Estonia","Q21.Fb.USA","CountQ21.Fb","Q31.GvtPrt.IPU","Q31.GvtPrt.KES","Q31.GvtPrt.KOK","Q31.GvtPrt.KA","Q31.GvtPrt.KD","Q31.GvtPrt.KTP","Q31.GvtPrt.M2011","Q31.GvtPrt.PS","Q31.GvtPrt.PIR","Q31.GvtPrt.RKP","Q31.GvtPrt.SDP","Q31.GvtPrt.SEN","Q31.GvtPrt.SKP","Q31.GvtPrt.STP","Q31.GvtPrt.VP","Q31.GvtPrt.VAS","Q31.GvtPrt.VIHR","CountQ31.GvtPrt","W1.IncomeDiff","W2.GayAdoption","W3.NuclearPow","W4.ChildAlw","W5.SeniorCare","W6.RetireAge","W7.ExtWCareer","W8.BendIndex","W9.CutPblExpend","W10.GreekDebt","W11.TransacTax","W12.TaxInc","W13.TaxDeduc","W14.MortDeduc","W15.RealEstTax","W16.Conscript","W17.NATO","W18.HumRight","W19.LandOwn","W20.DvlAid","W21.FBCountry","W22.Guns","W23.VolDomLng","W24.Suvivirsi","W25.Immigration","W26.SaimaaSeal","W27.MunOutsource","W28.MunNb","W29.CptRegMerger","W30.EqlTransfer","W31.GvtPrt","CountNegW","CountPosW","cluster"
"Orre Taisto","ReducMuch","0","1","NoImpact","Yes","Keep","NotAny","PricePrior","Other","DebtRestruct","YesIfOther","CapIncome","TFHomeSeller","RemGrad","0","FemAlso","Never","YesHumRight","ResAllForeign","GrowMod","BanHomeStrg","1","YesIfOpt","TooLoose","LocNetBan","NoInc","230","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","3","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","3","1","-1","-1","0","1","0","1","0","1","0","0","0","0","0","-1","0","0","0","0","0","-1","-1","0","0","1","-1","1","0","0","0","0","6","6",1
"Paananen Eero","ReducMuch","0","0","Adjust","Yes","Keep","NotAny","Fifty","RedDvlAid","SuppWasMstk","YesIfOther","Capital","UnionFees","Remove","0","Keep","Never","YesHumRight","ResAllForeign","Reduce","Keep","1","YesTrad","TooLoose","LocNetBan","Reduce","170","VoluntCoop","MoreEq","29","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","3","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1
"Packalen Tom","GrowMod","0","1","Adjust","NoRecommend","Keep","NotAny","Fifty","CutBusiness","DebtRestruct","YesIfOther","CapIncome","TFHousingB","RemGrad","0","Keep","YesNotSoon","NoDom","NoRestrict","Reduce","Loosen","0","YesTrad","TooLoose","LocNetBan","Reduce","0","Must","LessEq","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","3","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","1","-1","1","-1","-1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","-1","1","1","-1","0","0","1","1","0","5","9",3
"Papinaho Sirkka-Liisa","ReducMuch","0","0","Adjust","Yes","Keep","RemAllowance","Fifty","Other","SuppWasMstk","Never","CapIncome","EmpBenDed","Keep","0","Keep","NotSoon","YesHumRight","ResRussian","GrowMod","Keep","1","YesIfOpt","TooLoose","LocNetBan","Reduce","230","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","3","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","3","1","1","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6",1
"Paussu Toni","Approp","0","1","Keep","NoIncrease","Keep","NotAny","Fifty","Other","SuppWasMstk","YesIfOther","CapIncome","HouseHDed","Keep","1","Keep","YesSoon","YesWithEU","ResAllForeign","Reduce","Keep","1","YesTrad","TooLoose","Keep","NoInc","230","VoluntCoop","LessEq","29","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","1","4","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","3","0","1","0","1","1","1","0","0","0","0","-1","0","0","1","0","1","0","0","0","0","0","0","1","1","1","-1","1","0","1","1","0","2","12",1
"Pellikka Jussi","ReducMuch","0","0","Remove","NoRecommend","Keep","NotAny","IncSligh","RedDvlAid","SuppWasMstk","YesIfOther","CapIncome","UnionFees","Keep","0","Keep","NotSoon","YesHumRight","ResAllForeign","Reduce","Loosen","1","YesTrad","TooLoose","TooMuch","IncAndLearn","230","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","3","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","3","1","1","0","1","1","1","1","1","1","1","0","1","-1","0","0","1","1","1","1","1","-1","1","0","1","1","-1","1","0","1","0","0","3","20",1
"Peltokorpi Sirke","ReducMuch","1","0","Adjust","Yes","Reduce","NotAny","PricePrior","RedDvlAid","EuroWasMstk","Never","NotAny","NoneOfThese","Extend","0","Keep","Never","YesHumRight","ResRussian","Reduce","BanHomeStrg","1","YesTrad","TooLoose","LocNetBan","Reduce","340","NewCouncil","LessEq","29","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","3","1","0","0","1","1","1","1","1","1","1","0","1","0","1","0","0","0","0","1","0","0","0","0","1","1","1","1","1","0","0","0","0","16",1
"Peltola Heimo","ReducMuch","0","0","Keep","Yes","Keep","RemPartTime","Fifty","Other","SuppWasMstk","YesAlways","CapIncome","NoneOfThese","Keep","1","Keep","Never","YesWithEU","ResAllForeign","NoIncrease","Keep","1","YesTrad","TooLoose","Keep","Reduce","290","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1
"Pitko Eeva-Riitta","ReducMuch","1","0","NoImpact","Yes","Keep","NotAny","IncomePrior","Other","SuppWasMstk","YesAlways","Capital","HouseHDed","Keep","1","Select","NotSoon","YesHumRight","ResAllForeign","Reduce","BanHomeStrg","1","YesTrad","TooLoose","LocNetBan","NoInc","290","NewCouncil","Keep","29","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","3","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","3","1","-1","0","1","1","1","0","1","1","1","0","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","13",2
"Poutanen Krista","ReducMuch","1","0","Remove","Yes","Reduce","NotAny","Fifty","RemAllowance","EuroWasMstk","YesIfOther","CapIncome","HouseHDed","Keep","1","Select","Never","YesWithEU","ResAllForeign","Reduce","BanHomeStrg","1","YesTrad","TooLoose","LocNetBan","Reduce","340","Keep","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","3","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","3","1","0","1","1","1","1","1","1","1","1","-1","1","0","1","0","1","1","0","1","1","-1","1","1","-1","1","0","1","-1","-1","0","-1","6","19",2
"Poyry Jukka","ReducMuch","0","0","Keep","Yes","Keep","NotAny","Fifty","Other","SuppWasMstk","YesAlways","Capital","NoneOfThese","Keep","0","Keep","NotSoon","YesWithEU","ResAllForeign","NoIncrease","Keep","1","YesTrad","TooLoose","Keep","NoInc","230","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","3","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1",1
"Puhakka Olli","ReducMuch","0","0","NoImpact","Yes","Keep","NotAny","Fifty","RedDvlAid","SuppWasMstk","YesIfOther","Capital","NoneOfThese","Keep","0","Keep","Never","YesWithEU","ResRussian","Reduce","Loosen","1","YesIfOpt","TooLoose","Keep","NoInc","290","VoluntCoop","MoreEq","29","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","3","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","3","1","-1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","1","27",1
"Purdy Markus","ReducMuch","1","1","NoImpact","Yes","RaiseByOne","NotAny","IncomePrior","Other","SuppWasMstk","YesAlways","CapIncome","TFHomeSeller","Keep","0","Keep","NotSoon","YesHumRight","ResRussian","NoIncrease","Keep","1","YesTrad","TooLoose","Keep","NoInc","230","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","3","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1
"Raatikainen Mika","ReducSlight","0","1","Keep","Yes","Keep","NotAny","Fifty","CutAgri","SuppWasMstk","YesIfOther","Capital","EmpBenDed","Keep","0","Keep","NotSoon","YesWithEU","ResRussian","NoIncrease","Keep","1","YesIfOpt","TooLoose","LocNetBan","IncAndLearn","170","VoluntCoop","LessEq","29","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","3","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","3","1","-1","0","0","1","1","0","1","0","1","1","0","0","0","0","1","0","0","1","-1","-1","0","0","-1","1","0","0","1","1","0","0","4","11",1
"Ranta Pekka","ReducSlight","0","0","NoImpact","NoRecommend","Keep","NotAny","Fifty","RedDvlAid","SuppWasMstk","YesAlways","CapIncome","UnionFees","RemGrad","0","Keep","NotSoon","YesWithEU","ResAllForeign","Reduce","Loosen","1","YesTrad","TooLoose","TooMuch","Reduce","340","Keep","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","3","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","3","0","0","-1","0","0","-1","0","1","1","0","0","0","0","0","-1","0","0","-1","0","0","0","0","-1","0","0","1","0","0","0","0","-1","6","3",1
"Rasanen Kaija","ReducMuch","0","0","Keep","Yes","Keep","NotAny","Fifty","RedDvlAid","QuitEuro","Never","CapIncome","NoneOfThese","Keep","0","Keep","Never","YesHumRight","ResAllForeign","Reduce","BanHomeStrg","1","YesTrad","TooLoose","Keep","Reduce","290","Keep","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","3","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",1
"Remes Aimo","ReducSlight","0","1","Remove","Yes","Keep","NotAny","Fifty","RedDvlAid","EuroWasMstk","YesAlways","Capital","UnionFees","Keep","0","Keep","YesIfSwe","YesWithEU","ResRussian","Reduce","Loosen","1","YesTrad","TooLoose","Keep","Reduce","170","Must","MoreEq","29","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","3","1","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","18",1
"Riesto Samuli","ReducMuch","1","1","NoImpact","Yes","Keep","NotAny","Fifty","RedDvlAid","SuppWasMstk","YesAlways","Business","HouseHDed","RemGrad","0","Keep","NotSoon","YesHumRight","NoRestrict","Reduce","Keep","1","YesIfOpt","TooLoose","LocNetBan","NoInc","230","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","3","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","3","1","-1","0","0","1","1","0","1","0","1","0","1","-1","0","1","1","1","0","0","1","-1","0","0","0","1","0","0","0","0","0","1","3","12",1
"Riuttamaki Simo","ReducMuch","0","0","Adjust","Yes","Keep","NotAny","Fifty","RedDvlAid","SuppWasMstk","YesAlways","CapIncome","NoneOfThese","RemGrad","0","Keep","Never","YesWithEU","ResAllForeign","Reduce","Keep","1","YesTrad","TooLoose","Keep","Reduce","230","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","3","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","1","1","0","0","1","1","0","1","0","1","0","1","0","0","1","0","1","0","0","1","-1","0","1","1","1","0","1","0","-1","0","0","2","14",1
"Ronkainen Jari","ReducMuch","0","1","NoImpact","Yes","Keep","NotAny","Fifty","RedDvlAid","DebtRestruct","YesIfOther","NoneOfThese","EmpBenDed","Keep","0","Keep","Never","NoDom","ResAllForeign","Reduce","Loosen","1","YesTrad","TooLoose","Keep","IncAndLearn","290","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","3","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1
"Rope Timo","ReducSlight","0","0","Adjust","Yes","Keep","RemAllowance","PricePrior","RedDvlAid","SuppWasMstk","Never","NotAny","UnionFees","RemGrad","0","Keep","YesNotSoon","YesWithEU","ResRussian","Reduce","Keep","1","YesTrad","TooLoose","LocNetBan","IncAndLearn","0","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","3","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","3","0","-1","0","0","1","0","0","-1","1","1","0","1","-1","0","0","0","0","0","-1","1","-1","-1","0","-1","1","0","0","0","1","1","1","7","9",1
"Rostila Ilmari","ReducMuch","0","0","NoImpact","Yes","Keep","RemPartTime","Fifty","CutBusiness","SuppWasMstk","YesIfOther","CapIncome","TFHomeSeller","RemGrad","1","Keep","NotSoon","YesWithEU","ResRussian","Reduce","Keep","1","YesTrad","TooLoose","LocNetBan","NoInc","170","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","3","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","3","1","-1","0","1","1","0","0","0","0","1","1","1","0","0","-1","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","1","2","10",1
"Ruohonen-Lerner Pirkko","ReducMuch","0","0","Adjust","Yes","Keep","NotAny","Fifty","CutBusiness","SuppWasMstk","YesAlways","CapIncome","NoneOfThese","RemGrad","0","Keep","NotSoon","YesWithEU","ResRussian","Reduce","Loosen","1","YesTrad","TooLoose","LocNetBan","NoInc","170","VoluntCoop","LessEq","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","3","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","3","1","-1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","3",1
"Ruotsalainen Harry","ReducMuch","0","1","Remove","Yes","Keep","NotAny","Fifty","RedMilitary","EuroWasMstk","YesIfOther","CapIncome","NoneOfThese","Keep","0","FemAlso","Never","NoDom","ResAllForeign","Reduce","Loosen","1","YesTrad","TooLoose","Keep","NoneOfThese","290","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","3","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","3","1","1","0","0","1","1","1","1","0","0","0","0","1","0","0","-1","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","2","7",1
"Saarakkala Vesa-Matti","ReducMuch","0","0","Adjust","Yes","Keep","NotAny","Fifty","RedDvlAid","SuppWasMstk","YesIfOther","Capital","TFHomeSeller","RemGrad","0","Keep","Never","YesHumRight","ResRussian","Reduce","Keep","1","YesIfOpt","TooLoose","Keep","Reduce","170","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","3","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","3","1","1","0","0","1","1","0","0","1","1","-1","1","0","-1","0","1","1","-1","1","1","-1","0","1","0","1","0","1","0","-1","0","0","5","14",1
"Saarimaki Erkki","ReducMuch","0","0","NoImpact","Yes","Keep","NotAny","Fifty","RedDvlAid","DebtRestruct","Never","Capital","NoneOfThese","Keep","0","Keep","Never","YesHumRight","ResRussian","NoIncrease","Keep","1","YesTrad","TooLoose","Keep","Reduce","290","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","3","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","1","-1","0","0","0","0","0","1","0","0","-1","0","0","1","1","1","1","0","0","0","-1","0","0","0","0","0","0","-1","0","0","0","4","6",1
"Saastamoinen Esko","ReducMuch","0","0","Adjust","Yes","Keep","NotAny","Fifty","Other","SuppWasMstk","YesIfOther","CapIncome","NoneOfThese","Keep","0","Keep","Never","YesHumRight","ResAllForeign","Reduce","Keep","1","YesTrad","TooLoose","LocNetBan","NoInc","290","VoluntCoop","MoreEq","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","3","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0","0","0","0","10",1
"Sahala Eila","ReducMuch","0","0","NoImpact","Yes","Keep","NotAny","Fifty","CutBusiness","DebtRestruct","YesAlways","CapIncome","NoneOfThese","RemGrad","0","Keep","Never","YesHumRight","NoRestrict","NoIncrease","Loosen","1","YesTrad","TooLoose","LocNetBan","NoInc","290","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","3","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","3","1","-1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4",1
"Salmi Liisa","ReducMuch","1","1","Adjust","Yes","Keep","NotAny","IncSligh","RedDvlAid","SuppWasMstk","Never","CapIncome","EmpBenDed","Keep","0","Keep","Never","YesHumRight","ResAllForeign","NoIncrease","BanHandG","0","YesTrad","TooLoose","Keep","NoInc","230","Keep","Keep","29","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","1","0","0","0","0","0","4","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1
"Salminen Asko","ReducMuch","0","0","Keep","Yes","Keep","NotAny","Fifty","RedDvlAid","SuppWasMstk","YesAlways","CapIncome","EmpBenDed","Keep","0","Keep","Never","YesWithEU","ResRussian","Reduce","Loosen","1","YesTrad","TooLoose","Keep","IncAndLearn","230","Keep","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","3","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1",1
"Salminen Kari","ReducSlight","0","1","NoImpact","Yes","Keep","NotAny","Fifty","RedDvlAid","DebtRestruct","YesIfOther","CapIncome","NoneOfThese","Keep","0","Keep","NotSoon","YesWithEU","ResRussian","Remove","Keep","1","YesTrad","TooLoose","Keep","Reduce","290","VoluntCoop","Keep","29","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","3","1","0","0","1","1","1","1","0","0","1","0","1","1","1","1","0","0","0","1","1","1","0","0","1","1","0","1","1","1","1","1","0","20",1
"Salo Mirka","ReducSlight","1","1","NoImpact","Yes","Keep","IncAge","IncSligh","RedDvlAid","EuroWasMstk","Never","Capital","TFHomeSeller","Keep","0","Keep","Never","NoDom","ResAllForeign","Reduce","Loosen","1","YesTrad","TooLoose","LocNetBan","Reduce","230","VoluntCoop","Keep","29","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","3","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","3","0","-1","0","1","1","0","0","0","1","0","0","0","0","-1","0","0","0","0","1","1","0","0","1","1","1","0","0","0","0","0","0","2","8",1
"Salonen Pasi","ReducSlight","0","1","Keep","Yes","Keep","RemAllowance","Fifty","RedDvlAid","DebtRestruct","YesAlways","CapIncome","UnionFees","Keep","1","Keep","NotSoon","YesHumRight","ResAllForeign","Remove","Loosen","1","YesTrad","TooLoose","LocNetBan","NoInc","290","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","3","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",1
"Sankilampi Jaana","ReducMuch","1","0","NoImpact","Yes","Keep","NotAny","Fifty","RedDvlAid","EuroWasMstk","YesIfOther","Capital","TFHomeSeller","Keep","0","FemAlso","Never","YesHumRight","ResRussian","Reduce","Keep","1","YesTrad","TooLoose","LocNetBan","Reduce","230","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","3","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","3","1","-1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","-1","0","0","0","0","0","0","0","0","0","0","2","3",1
"Savio Sami","ReducSlight","0","0","NoImpact","Yes","Keep","NotAny","Fifty","CutAgri","DebtRestruct","YesAlways","NotAny","NoneOfThese","Remove","1","Keep","YesIfSwe","YesWithEU","ResRussian","NoIncrease","Keep","1","YesTrad","TooLoose","Keep","IncButChoose","0","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","3","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","3","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","1","1","0","1","0","0","0","1","1","7",1
"Seppa Kari","ReducSlight","0","1","Adjust","Yes","Reduce","NotAny","Fifty","RedDvlAid","QuitEuro","YesAlways","Capital","TFHomeSeller","RemGrad","0","Keep","Never","NoDom","ResAllForeign","Reduce","Loosen","1","YesTrad","TooLoose","LocNetBan","IncAndLearn","340","Keep","MoreEq","29","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","3","0","-1","1","1","0","1","1","1","1","1","1","1","0","1","1","0","1","1","0","0","-1","-1","1","1","1","1","1","1","-1","1","1","4","21",1
"Siitari Markku","ReducMuch","0","1","Adjust","Yes","Keep","NotAny","Fifty","RedDvlAid","SuppWasMstk","YesIfOther","Capital","NoneOfThese","RemGrad","0","Keep","Never","YesHumRight","ResRussian","Reduce","Keep","1","YesTrad","TooLoose","TooMuch","NoInc","230","Keep","MoreEq","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","3","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","3","0","1","-1","0","1","1","0","1","0","1","0","1","0","1","0","0","0","1","1","1","1","0","1","1","1","1","1","0","0","1","-1","2","17",1
"Siitonen Veikko","ReducMuch","0","0","NoImpact","Yes","Reduce","NotAny","Fifty","RedDvlAid","SuppWasMstk","Never","CapIncome","TFHomeSeller","RemGrad","1","Keep","NotSoon","YesWithEU","ResRussian","Reduce","BanHomeStrg","1","YesTrad","TooLoose","Keep","NoInc","290","VoluntCoop","MoreEq","29","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","3","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","3","1","0","1","1","1","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","8",1
"Simonen Juha","ReducSlight","0","1","Adjust","Yes","Keep","NotAny","PricePrior","RedDvlAid","EuroWasMstk","YesIfOther","Capital","UnionFees","RemGrad","0","Keep","Never","YesHumRight","ResAllForeign","Remove","Keep","1","YesTrad","TooLoose","LocNetBan","IncAndLearn","230","VoluntCoop","LessEq","29","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","1","0","0","0","1","0","-1","1","6",1
"Sinisalo Pekka M.","ReducMuch","0","1","Adjust","NoIncrease","Keep","NotAny","Fifty","CutBusiness","SuppWasMstk","YesIfOther","CapIncome","EmpBenDed","RemGrad","1","Keep","YesNotSoon","YesHumRight","ResRussian","Reduce","Loosen","1","YesTrad","TooLoose","LocNetBan","NoInc","290","VoluntCoop","LessEq","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","3","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1
